"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SXHL94Q2","thesis","2012","Dittmer, Rachelle","The Influence of the"" response to Intervention""(RTI) Program, SuccessMaker on Pre and Post Student Reading Comprehension Scores in 6th Grade","","","","","","","2012","2019-06-04 16:26:08","2019-06-04 16:26:08","","","","","","","","","","","","","Northwest Missouri State University","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Q8RPRSJ","journalArticle","2018","Meananeatra, Panita; Rongviriyapanish, Songsakdi; Apiwattanapong, Taweesup","Refactoring opportunity identification methodology for removing long method smells and improving code analyzability","IEICE Transactions on Information and Systems","","","","","","2018","2019-06-04 16:26:08","2019-06-04 16:26:08","","1766–1779","","7","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUAAJT7A","journalArticle","2011","La Scola, Andrea; Ferretti, Claudio","A simple plugin for static security checks and program comprehension in Eclipse","ECLIPSE IT 2011","","","","","","2011","2019-06-04 16:26:08","2019-06-04 16:26:08","","319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KY3NFYEY","conferencePaper","2012","Liu, Jingzhong; Chen, Xiaoji; Qiao, Liping","The Design and Realization of Software Complexity Metric Method Based on the Abstract Syntax Tree","Proceedings of the 2012 International Conference on Electronics, Communications and Control","","","","","","2012","2019-06-04 16:26:09","2019-06-04 16:26:09","","738–741","","","","","","","","","","","IEEE Computer Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTNDQY38","journalArticle","","Olabiyisi Stephen, O; Omidiora Elijah, O; Isola Esther, O","Performance Evaluation of Procedural Cognitive Complexity Metric and Other Code Based Complexity Metrics","","","","","","","","2019-06-04 16:26:09","2019-06-04 16:26:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXTEVTBK","journalArticle","","Jayanthi, B; KrishnaKumari, K","INTERNATIONAL JOURNAL OF ENGINEERING SCIENCES & RESEARCH TECHNOLOGY Brief Study on Software Quality Metrics and Software Complexity Metrics in Web Application","","","","","","","","2019-06-04 16:26:09","2019-06-04 16:26:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3AWJ7L2","thesis","2014","Arkanoff, Richard A","Improving reading for secondary students through a focused program emphasizing phonics, fluency, vocabulary and comprehension: An action research study","","","","","","","2014","2019-06-04 16:26:09","2019-06-04 16:26:09","","","","","","","","","","","","","Capella University","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYL8KK7G","conferencePaper","2014","Lohmeier, Sebastian","Activation and the Comprehension of Indirect Anaphors in Source Code.","PPIG","","","","","","2014","2019-06-04 16:26:09","2019-06-04 16:26:09","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IT8D44H","journalArticle","","Vaitheki, K; Urmela, S","A Secure Software Access Measure using Coupling, Complexity and Cohesion Metrics","","","","","","","","2019-06-04 16:26:09","2019-06-04 16:26:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QARJH8A2","journalArticle","2012","Aljunid, Syed Ahmad; Zin, Abdullah Mohd; Shukur, Zarina","A study on the program comprehension and debugging processes of novice programmers","Journal of Software Engineering","","","","","","2012","2019-06-04 16:26:09","2019-06-04 16:26:09","","1–9","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBC4CJDU","journalArticle","2016","Molina, José; Piñeiro, Pilar; Domenech, Montserrat; Martínez, Lourdes; García, Mª Jesús; Gené, Montserrat","From Design to Action in Clinical and Social Complexity: Continous Assesment of the Alt Penedés Program","International Journal of Integrated Care","","","","","","2016","2019-06-04 16:26:09","2019-06-04 16:26:09","","","","6","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3DKB6L8","conferencePaper","2011","Gu, Hui; Lin, Daomiao","An Algorithm of Program Comprehension and Visual Representation for Object-Oriented Program","International Conference on Artificial Intelligence and Computational Intelligence","","","","","","2011","2019-06-04 16:26:10","2019-06-04 16:26:10","","52–59","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2LQV6IV","bookSection","2014","Battersby, Paul","Amorality, Complexity and Cosmopolitan Code","The Unlawful Society","","","","","","2014","2019-06-04 16:26:10","2019-06-04 16:26:10","","209–223","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577PWZSM","journalArticle","","Reinhardt, Lukas; Hilbrich, Marcus","A Class Concept for Microservices to Manage Dynamic Complexity and Code Reuse","","","","","","","","2019-06-04 16:26:10","2019-06-04 16:26:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDRD7HL2","journalArticle","2016","Zirkelbach, Christian","ExplorViz-Live Trace Visualization for System and Program Comprehension in Large Software Landscapes","","","","","","","2016","2019-06-04 16:26:10","2019-06-04 16:26:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZXR5DBJ","conferencePaper","2017","Ribeiro, Talita Vieira; Travassos, Guilherme","Who is Right? Evaluating Empirical Contradictions in the Readability and Comprehensibility of Source Code.","CIbSE","","","","","","2017","2019-06-04 16:26:10","2019-06-04 16:26:10","","595–608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLMMNXRI","thesis","2018","Masese, Nelson Bogomba","Predicting mobile social software learnability based on analysis of program complexity and memorability","","","","","","","2018","2019-06-04 16:26:10","2019-06-04 16:26:10","","","","","","","","","","","","","Kibabii University","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G44I4NPI","journalArticle","2019","Bethel, EW; Patchett, J; Messmer, P; Parashar, M; Bauer, A; Srinivasan, M; Ono, K; Röber, N; Gauger, N; Bennett, J; others","4.10 Software Complexity, Heterogeneity, and User-facing Issues","In Situ Visualization for Computational Science","","","","","","2019","2019-06-04 16:26:10","2019-06-04 16:26:10","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDWKXBYU","journalArticle","2017","Masese, Nelson Bogomba; Muketha, Geoffrey Muchiri; Mbuguah, Samuel Mungai","Interface features, program complexity and memorability as indicators of learnability of mobile social software","","","","","","","2017","2019-06-04 16:26:11","2019-06-04 16:26:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTNRMH64","journalArticle","2013","Hong, Soongi; Jin, Honglin; Kim, Yong-Goo; Choe, Yoonsik","Variable-Length Code Based on Order Complexity and Its Application in Random Permuted Symbol","IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences","","","","","","2013","2019-06-04 16:26:11","2019-06-04 16:26:11","","1657–1661","","7","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25PTB54A","report","2018","Muslija, Adnan; Enoiu, Eduard P","On the correlation between testing effort and software complexity metrics","","","","","","","2018","2019-06-04 16:26:11","2019-06-04 16:26:11","","","","","","","","","","","","","PeerJ Preprints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2ZWG5C6","journalArticle","2011","Karunatilake, HMLA","Study of junior software engineers' awareness on abstraction and reflective practise as techniques of program comprehension","","","","","","","2011","2019-06-04 16:26:11","2019-06-04 16:26:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7I84N8N","journalArticle","2018","Omri, Safa; Montag, Pascal; Sinz, Carsten","Static Analysis and Code Complexity Metrics as Early Indicators of Software Defects","Journal of Software Engineering and Applications","","","","","","2018","2019-06-04 16:26:11","2019-06-04 16:26:11","","153","","04","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTYXFLT4","journalArticle","2018","Rajkumar; Viji; Duraisamy, S","An empirical approach for complexity reduction and fault prediction for software quality attribute","International Journal of Business Intelligence and Data Mining","","","","","","2018","2019-06-04 16:26:11","2019-06-04 16:26:11","","177–187","","1-3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
